Auteurs;Année;Année de soutenance;Titre;Titre journal;Année;Volume;Issue;Editeur scientifique;Titre ouvrage;Titre du volume;Editeur revue;Volume, Issue, Pages;ISBN;Titre conférence;Commentaire;Date congrès;Ville;Pays;Patent n°;Date de publication;Type de rapport;N°;Organisme de délivrance;Pages;Date de publication;Directeur de thèse;Université de soutenance;Année de soutenance;Organisme de délivrance;DOI;NNT;Pubmed;Référence;ArXiv;Description;Voir aussi;Réf. HAL;Rang HCERES;Rang CNRS
Vigier S., Hélary C., Fromigue O., Marie P., Giraud-Guille M.;2010;;Collagen supramolecular and suprafibrilar organizations on osteoblasts long-term behavior : Benefits for bone healing materials;Journal of Biomedical Materials Research A;;;57;;;;;556-567;;;;;;;;;;;;;;;;;10.1002/jbm.a.32717;;;;;;;;;
Xiao L., Trebaol S., Dumeige Y., Caï Z., Mortier M., Feron P.;2010;;Miniaturized optical microwave source using a dual-wavelength whispering gallery mode laser;IEEE Photonics Technology Letters;;22;8;;;;;559-561;;;;;;;;;;;;;;;;;10.1109/LPT.2010.2040269;;;;;;;;;
Zhao L., Baccile N., Gross S., Zhang Y., Wei W., Sun Y., Antonietti M., Titirici M.-M.;2010;;Sustainable nitrogen-doped carbonaceous materials from biomass derivatives.;Elsevier;;48;44;;;;;3778-3787;;;;;;;;;;;;;;;;;10.1016/j.carbon.2010.06.040;;;;;;;;;
Al-Ghoul M., El-Rassy H., Coradin T., Mokalled T.;2009;;Reaction-diffusion based cosynthesis of stable a- and b-cobalt hydroxide in bio-organic gels.;Journal of Crystal Growth;;312;18;;;;;856-862;;;;;;;;;;;;;;;;;10.1016/j.jcrysgo.2009.11.053;;;;;;;;;
Allouche J., Lantiat D., Kuemmel M., Faustini M., Laberty C., Chanéac C., Tronc E., Boissiere C., Nicole L., Sanchez C., Grosso D.;2009;;Direct electrogeneration of FePt nanoparticles into highly ordered Inorganic NanoPattern stabilising membranes;Journal of Sol-Gel Science and Technology;;53;22;;;;;551-554;;;;;;;;;;;;;;;;;10.1007/s10971-009-2130-z;;;;;;;;;
Arrachart G., Creff G., Wadepohl H., Blanc C., Bonhomme C., Babonneau F., Alonso B., Bantignies J.-L., Carcel C., Moreau J.  . E., Dieudonne-George P., Sauvajol J.-L., Massiot D., Wong Chi Man M.;2009;;Nanostructuring of Hybrid Silicas through a Self-Recognition Process;Chemistry - A European Journal;;15;20;;;;;5002;;;;;;;;;;;;;;;;;10.1002/chem.200802748;;;;;;;;;
Audebert P., Clavier G., Alain-Rizzo V., Delaporte E., Zhang S., Lauret J.-S., Lanty G., Boissière C.;2009;;Synthesis of New Perovskite Luminescent Nanoparticules in the Visible Range.;Chemistry of Materials;;21;31;;;;;210-214;;;;;;;;;;;;;;;;;;;;;;;;;;
Auffan M., Rose J., Bottero J., V.lowry G., Jolivet J.-P., R.wiesner M.;2009;;Towards a definition of inorganic nanoparticles from an environmental, health and safety perspective;Nature Nanotechnology;;4;50;;;;;1-8;;;;;;;;;;;;;;;;;10.1038/NNANO.2009.242;;;;;;;;;
Azais T., Hartmeyer G., Quignard S., Laurent G., Tourné-Péteilh C., Devoisselle J.-M., Babonneau F.;2009;;Solid-state NMR characterization of drug-model molecules encapsulated in MCM-41 silica.;Pure and Applied Chemistry;;81;;;;;;1345-1355;;;;;;;;;;;;;;;;;10.1351/PAC-CON-08-11-10;;;;;;;;;
Azais T., Hartmeyer G., Quignard S., Laurent G., Tourne-Peteilh C., Devoisselle J.-M., Babonneau F.;2009;;Solid-state NMR characterization of drug-model molecules encapsulated in MCM-41 silica;Pure and Applied Chemistry;;81;8;;;;;1345-1355;;;;;;;;;;;;;;;;;10.1351/PAC-CON-08-11-10;;;;;;;;;
Babonneau F., Baccile N., Laurent G., Maquet J., Azais T., Gervais C., Bonhomme C.;2009;;Solid-state nuclear magnetic resonance: A valuable tool to explore organic-inorganic interfaces in silica-based hybrid materials.;Comptes Rendus Chimie;;13;14;;;;;58-68;;;;;;;;;;;;;;;;;10.1016.j.crci.2009.08.001;;;;;;;;;
Baccile N., Babonneau F., Coradin T.;2009;;Introducing ecodesign in silica sol-gel materials.;Journal of Materials Chemistry;;;;;;;;8537-8559;;;;;;;;;;;;;;;;;10.1039/b911123a;;;;;;;;;
Baccile N., Antonietti M., Titirici M.-M.;2009;;One-Step Hydrothermal Synthesis of Nitrogen-Doped Nanocarbons : Albumine Directing the Carbonization of Glucose.;Full Papers;;;42;;;;;1-9;;;;;;;;;;;;;;;;;10.1002/cssc.200900124;;;;;;;;;
Baccile N., Laurent G., Babonneau F., Fayon F., Titirici M.-M., Antonietti M.;2009;;Structural Characterization of Hydrothermal Carbon Spheres by Advanced Solid-State MAS 13cC NMRR Investigations;J.Phys.Chem.C;;113;;;;;;9644-9654;;;;;;;;;;;;;;;;;10.1021/jp901582x;;;;;;;;;
Baccile N., Laurent G., Babonneau F., Fayon F., Titirici M.-M., Antonietti M.;2009;;Structural Characterization of Hydrothermal Carbon Spheres by Advanced Solid-State MAS 13 C NMR Investigations;J. Phys. Chem. C;;113;;;;;;9644-9654;;;;;;;;;;;;;;;;;10.1021/jp90158x;;;;;;;;;
Banet P., Griesmar P., Serfaty S., Vidal F., Jaouen V., Le Huerou J.-Y.;2009;;One-shot synthesis of a poly(N-isopropylacrylamide)/silica hybrid gel.;Journal of Physical Chemistry B;;113;45;;;;;14914-9;;;;;;;;;;;;;;;;;10.1021/jp906229n;;19888763;;;;;;;
Bass J., Belamie E., Grosso D., Boissiere C., Coradin T., Sanchez C.;2009;;Nanostructuration of titania films prepared by self-assembly to affect cell adhesion.;J.Biomed Mater Res A;;;19;;;;;96-106;;;;;;;;;;;;;;;;;;;;;;;;;;
Bisson L., Boissière C., Grosso D., Jolivet J.-P., Nicole L., Sanchez C., Thomazeau C., Uzio D., Berhault G.;2009;;Formation of Palladium Nanostructures in a Seed-Mediated Synthesis through an Oriented-Attachment-Directed Aggregation.;Chemistry of Materials;;21;;;;;;2668-2678;;;;;;;;;;;;;;;;;10.1021/cm803421v;;;;;;;;;
Blug M., Doux M., Le Goff X., Maître P., Ribot F., Le Floch P., Mézailles N.;2009;;The Effect of a Fourth Binding Site on the Stabilization of Cationic SPS Pincer Palladium Complexes : Experimental, DFT, and Mass Spectrometric Studies;Organometallics;;28;;;;;;2020-2027;;;;;;;;;;;;;;;;;10.1021/om800690t;;;;;;;;;
Blug M., Doux M., Le Goff X., Maître P., Ribot F., Le Floch P., Mézailles N.;2009;;The Effect of a Fourth Binding Site on the Stabilization of Cationic SPS Pincer Palladium Complexes: Experimental, DFT, and Mass Spectrometric Studies;Organometalics;;28;7;;;;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;
Brayner R., Yéprémian C., Djediat C., Coradin T., Herbst F., Livage J., Fiévet F., Couté A.;2009;;Photosynthetic Microorganism-Mediated Synthesis of Akaganeite (Beta-FeOOH) Nanorods;Langmuir;;25;37;;;;;10062-10067;;;;;;;;;;;;;;;;;10.1021/la9010345;;;;;;;;;
Brun N., Juilia-Lopez B., Hesemann P., Laurent G., Deuleuze H., Sanchez C., Achard M.-F., Backov R.;2009;;Eu@Organo-Si (HIPE) Macro-Mesocellular Hybrid Foams Generation : Syntheses, Characterizations, and Photonic Properties;Chemistry of Materials;;20;;;;;;7117-7129;;;;;;;;;;;;;;;;;10.1021/cm8018023;;;;;;;;;
Brun N., Prabaharan S. R., Morcrette M., Sanchez C., Pécastaings G., Derré A., Soum A., Deleuze H., Birot M., Backov R.;2009;;Hard Macrocellular Silica Si(HIPE) Foams Templating Micro/Macroporous Carbonaceous Monoliths: Applications as Lithium Ion Battery Negative Electrodes and Electrochemical Capacitors;Advanced Functional Materials;;19;;;;;;pp. 3136-3145;;;;;;;;;;;;;;;;;10.1002/adfm.200900749;;;;;;;;;
Carn F., Durupthy O., Fayolle B., Coradin T., Mosser G., Schmutz M., Maquet J., Livage J., Steunou N.;2009;;Assembling Vanadium( V) Oxide and Gelatin into Novel Bionanocomposites with unexpected Rubber-like Properties.;Chemistry of Materials;;22;07;;;;;398-408;;;;;;;;;;;;;;;;;10.1021/cm902836g;;;;;;;;;
Caurant D., Majérus O., Fadel E., Quintas A., Gervais C., Charpentier T., Neuville D.;2009;;Structural investigations of borosilicate glasses containing Mo03 by MAS NMR and Raman spectroscopies;Journal of Nuclear Materials;;396;51;;;;;94-101;;;;;;;;;;;;;;;;;10.1016/j.jnucmat.2009.10.059;;;;;;;;;
Caï Z., Xiao L., Xu H., Mortier M.;2009;;Point temperature sensor based on green decay in an Er:ZBLALiP microsphere;Journal of Luminescence;;129;12;;;;;1994-1996;;;;;;;;;;;;;;;;;10.1016/j.jlumin.2009.04.039;;;;;;;;;
Chaumonnot A., Tihay F., Coupé A., Péga S., Boissière C., Grosso D., Sanchez C.;2009;;New Aluminosilicate Materials with Hierarchical Porosity Generated by Aerosol Process;Oil & Gas Science and Technology - Revue d'IFP Energies nouvelles;;64;55;;;;;681-696;;;;;;;;;;;;;;;;;10.2516/ogst/2009029;;;;;;;;;
Chiche D., Chizallet C., Durupthy O., Chanéac C., Revel R., Raybaud P., Jolivet J.-P.;2009;;Growth of boehmite particles in the presence of xylitol : morphology oriented by the nest effect of hydrogen bonding;Physical Chemistry Chemical Physics;;;48;;;;;11310-11323;;;;;;;;;;;;;;;;;10.1039/b914062j;;;;;;;;;
Chizallet C., Petitjean H., Costentin G., Lauron-Pernot H., Maquet J., Bonhomme C., Che M.;2009;;Identification of the OH groups responsible for kinetic basicity on MgO surfaces by 1H MAS NMR;Journal of Catalysis;;;;;;;;175-179;;;;;;;;;;;;;;;;;10.1016/J.jcat.2009.09.003;;;;;;;;;
Colilla M., Manzano M., Izquierdo-Barba I., Vallet-Regí M., Boissiere C., Sanchez C.;2009;;Advanced Drug Delivery Vectors with Tailored Surface Properties Made of Mesoporous Binary Oxides Submicronic Spheres;Chemistry of Materials;;22;12;;;;;1821-1830;;;;;;;;;;;;;;;;;10.1021/cm9033484;;;;;;;;;
Dan-Hardi M., Serre C., Rozes L., Maurin G., Sanchez C., Ferey G.;2009;;A New Photoactive Crystalline Highly Porous Titanium(IV) Dicarboxylate;Journal of the American Chemical Society;;131;31;;;;;10857;;;;;;;;;;;;;;;;;10.1021/ja903726m;;;;;;;;;
Dan-Hardi M., Serre C., Théo F., Rozes L., Maurin G., Sanchez C., Férey G.;2009;;A new Photoactive Crystalline Highly Porous Titanium (IV) Dicarboxylate.;JACS Communications;;131;;;;;;10857-10859;;;;;;;;;;;;;;;;;10.1021/ja903726m;;;;;;;;;
De Monredon-Senani S., Bonhomme C., Ribot F., Babonneau F.;2009;;Covalent grafting of organoalkoxysilanes on silica surfaces in water-rich medium as evidenced by 29 Si NMR;J.Sol-Gel Sci Technol;;50;;;;;;152-157;;;;;;;;;;;;;;;;;10.1007/S10971-009-1920-7;;;;;;;;;
Demir-Cakan R., Baccile N., Antonietti M., Titirici M.-M.;2009;;Carboxylate-Rich Carbonaceous Materials via One-Step Hydrothermal Carbonization of Glucose in the Presence of Acrylic Acid;Chem.Mater.;;21;;;;;;484-490;;;;;;;;;;;;;;;;;10.1021/cm802141h;;;;;;;;;
Desimone M., Hélary C., Mosser G., Giraud-Guille M., Livage J., Coradin T.;2009;;Fibroblast encapsulation in hybrid silica-collagen hydrogels;Journal of Materials Chemistry;;20;05;;;;;666-668;;;;;;;;;;;;;;;;;10.1039/b921572g;;;;;;;;;
Dibandjo P., Diré S., Babonneau F., Soraru G.;2009;;Influence of the polymer architecture on the high temperature behaviour of SiCO glasses : A comparison between linear- and cyclic-derived precursors;Journal of Non-Crystalline Solids;;;53;;;;;132-140;;;;;;;;;;;;;;;;;10.1016/j.jnoncrysol.2009.10.006;;;;;;;;;
El Asri S., Laghzizil A., Saoiabi A., Alaoui A., El Abassi K., M'hamdi R., Coradin T.;2009;;A novel process for the fabrication of nanoporous apatites from Moroccan phospate rock.;Colloids and Surfaces A: Physicochemical and Engineering Aspects;;350;41;;;;;73-78;;;;;;;;;;;;;;;;;10.1016/j.colsurf.2009.09.006;;;;;;;;;
El-Ashga N., El-Nahhal I., Chehimi M., Babonneau F., Livage J.;2009;;New Strategy for the Synthesis of Diethylenetriaminetetraacetic Acid Functionalized Polysiloxane Ligand Systems;Journal of Dispersion Science and Technology;;30;;;;;;684-690;;;;;;;;;;;;;;;;;10.1080/01932690802599026;;;;;;;;;
El-Ashgar N., El-Nahhal I., Chehimi M., Babonneau F., Livage J.;2009;;Extraction of Co, Ni, Cu, Zn, and Cd ions using 2-aminophenylaminopropylpolysiloxane;Environ. Chem. Lett.;;8;58;;;;;311-316;;;;;;;;;;;;;;;;;10.1007/s10311-009-0223-0;;;;;;;;;
El-Ashgar N., El-Nahhal I., Chehimi M.-M., Babonneau F., Livage J.;2009;;Preparation of ethylenediaminetriacetic acid silica-gel immobilised ligand system and its application for trace metal analysis in aqueous samples;Intern. J. Environ. Anal. Chem;;89;52;;;;;1057-1069;;;;;;;;;;;;;;;;;10.1080/03067310902717278;;;;;;;;;
Gautier C., Ponton A., Livage J., J.lopez P., Coradin T.;2009;;Rheological studies of diatom encapsulation in silica gel;J.Sol-Gel Sci Technol;;50;;;;;;164-169;;;;;;;;;;;;;;;;;10.1007/s10971-008-1884-z;;;;;;;;;
Gervais C., Bonhomme-Coury L., Mauri F., Babonneau F., Bonhomme C.;2009;;GIPAW (gauge including projected augmented wave) and local dynamics in 13C and 29Si solid state NMR: the study case of silsesquioxanes (RSIO1.5)8;Physical Chemistry Chemical Physics;;11;;;;;;6953-6961;;;;;;;;;;;;;;;;;10.1039/b907450c;;;;;;;;;
Gouzi H., Coradin T., Nunez-Delicado E., Ünal U., Benmansour A.;2009;;Inhibition kinetics of Agaricus bisporus (J.E. Lange) Imbach Polyphenol Oxidase.;The Open Enzyme Inhibition Journal;;3;20;;;;;1-7;;;;;;;;;;;;;;;;;;;;;;;;;;
Guiot C., Grandjean S., Lemonnier S., Jolivet J.-P., Batail P.;2009;;Nano Single Crystals of Yttria-Stabilized Zirconia;Crystal Growth & Design / Crystal Growth and Design;;9;54;;;;;3548-3550;;;;;;;;;;;;;;;;;10.1021/cg900292h;;;;;;;;;
Hierso J., Sel O., Ringuede A., Laberty-Robert C., Bianchi L., Grosso D., Sanchez C.;2009;;Design, Synthesis, Structural and Textural Characterization, and Electrical Properties of Mesoporous Thin Films Made of Rare Earth Oxide Binaries;Chem.Mater.;;21;;;;;;2184-2192;;;;;;;;;;;;;;;;;10.1021/cm802627k;;;;;;;;;
Horcajada P., Serre C., Grosso D., Boissière C., Perruchas S., Sanchez C., Férey G.;2009;;Colloidal Route for Preparing Optical Thin Films of Nanoporous Metal-Organic Frameworks.;Advanced Mate;;;;;;;;1931-1935;;;;;;;;;;;;;;;;;10.1002/adma.200801851;;;;;;;;;
Innocenzi P., Malfatti L., Piccinini M., Marcelli A., Grosso D.;2009;;Disclosing water evaporation by time resolved infrared spectroscopy.;The journal of Physical Chemistry Acal Chemistry A;;;;;;;;2745-2749;;;;;;;;;;;;;;;;;10.1021/jp806608d;;;;;;;;;
Innocenzi P., Malfatti L., Piccinini M., Grosso D., Marcelli A.;2009;;Stain Effects Studied by Time Resolved Infrared Imaging.;Analytical Chemistry;;81;;;;;;551-556;;;;;;;;;;;;;;;;;10.1021/ac801518w;;;;;;;;;
Izquierdo-Barba I., Sousa E., Doadrio J.-C., Doadrio A., Perez Pariente J., Martinez A., Babonneau F., Vallet-Regi M.;2009;;Influence of mesoporous structure type on the controlled delivery of drugs : release of ibuprofen from MCM-48, SBA-15 and functionalized SBA-15;J.Sol-Gel Sci Technol;;50;;;;;;421-429;;;;;;;;;;;;;;;;;10.1007/s10971-009-1932-3;;;;;;;;;
Krattiger P., Nassif N., Volkel A., Mastai Y., Wennemers H., Cölfen H.;2009;;Investigation of active crystal morphogenesis peptide sequences from peptide libraries by crystallization on peptide functionalized beads.;Colloids and Surfaces A: Physicochemical and Engineering Aspects;;;06;;;;;218-225;;;;;;;;;;;;;;;;;10.1016/j.colsurfa.2009.09.031;;;;;;;;;
Kuemmel M., Smatt J.-H., Boissière C., Nicole L., Sanchez C., Linden M., Grosso D.;2009;;Hierarchical inorganic nanopatterning (INP) through direct easy block-copolymer templating;Journal of Materials Chemistry;;19;;;;;;3638-3642;;;;;;;;;;;;;;;;;10.1039/b900518h;;;;;;;;;
Kuznetsov A.-I., Kameneva O., Bityurin N., Rozes L., Sanchez C., Kanaev A.;2009;;Laser-induced photopatterning of organic-inorganic TiO2-based hybrid materials with tunable interfacial electron transfer.;Physical Chemistry Chemical Physics;;11;;;;;;1248-1257;;;;;;;;;;;;;;;;;10.1039/b814494j;;;;;;;;;
Laurencin D., Gervais C., Wong A., Coelho C., Mauri F., Massiot D., Smith M.-E., Bonhomme C.;2009;;Implementation of High Resolution 43Ca Solid State NMR Spectroscopy : Toward the Elucidation of Calcium Sites in Biological Materials.;Jacs;;131;;;;;;13430-13440;;;;;;;;;;;;;;;;;10.1021/ja904553q;;;;;;;;;
Laurencin D., Gervais C., Wong A., Coelho C., Mauri F., Massiot D., Smith M. E., Bonhomme C.;2009;;Implementation of High Resolution 43Ca Solid State NMR Spectroscopy: Toward the Elucidation of Calcium Sites in Biological Materials;Journal of the American Chemical Society;;131;;;;;;13430;;;;;;;;;;;;;;;;;10.1021/ja904553q;;;;;;;;;
Lepoutre S., Smatt J.-H., Laberty C., Amenitsch H., Grosso D., Linden M.;2009;;Detailed study of the pore-filling processes during nanocasting of mesoporous films using SnO2 as a model system;Microporous and Mesoporous Materials;;123;;;;;;185-192;;;;;;;;;;;;;;;;;10.1016/j.micromeso.2009.03.047;;;;;;;;;
Lepoutre S., Julian-Lopez B., Sanchez C., Amenitsch H., Linden M., Grosso D.;2009;;Nanocasted mesoporous nanocrystalline ZnO thin films.;Journal of Materials Chemistry;;20;10 (2010);;;;;537-542;;;;;;;;;;;;;;;;;10.1039/b9212613a;;;;;;;;;
Makhlouf A., Brayner R., Perullini M., Sicard C., Roux C., Livage J., Coradin T.;2009;;Bacteria encapsulation in a magnetic sol-gel matrix;Journal of Materials Chemistry;;19;;;;;;1241-1244;;;;;;;;;;;;;;;;;10.1039/b820433k;;;;;;;;;
Mammeri F., Bonhomme C., Ribot F., Babonneau F., Dirè S.;2009;;New Monofunctional POSS and Its Utilization as Dewetting Additive in Methacrylate Based Free-Standing Films.;Chemistry of Materials;;21;;;;;;4163-4171;;;;;;;;;;;;;;;;;10.1021/cm900339h;;;;;;;;;
Masse S., Laurent G., Coradin T.;2009;;Influence of cyclic polyamines on silica formation during the Stöber process.;Physical Chemistry Chemical Physics;;11;40;;;;;10204-10210;;;;;;;;;;;;;;;;;10.1039/b915428k;;;;;;;;;
Papadopoulos D. N., Druon F., Boudeile J., Martial I., Hanna M., Georges P., Petit P.-O., Goldner P., Viana B.;2009;;Low-repetition-rate femtosecond operation in extended-cavity mode-locked Yb:CALGO laser;Optics Letters;;34;2;;;;;196-198;;;;;;;;;;;;;;;;;;;;;;;;;;
Pasetto P., Blas H., Audouin F., Boissière C., Sanchez C., Save M., Charleux B.;2009;;Mechanistic Insight into Surface-Initiated Polymerization of Methyl Methacrylate and Styrene via ATRP from Ordered Mesoporous Silica Particles.;Macromolecules;;42;;;;;;5983-5995;;;;;;;;;;;;;;;;;10.1021/MA9003506;;;;;;;;;
Pauletti A., Moskowitz G., Millan T., Fernandez-Martin C., Boissière C., Gervais C., Babonneau F.;2009;;Aerosol-generated mesoporous silicon oxycarbide particles.;Pure and Applied Chemistry;;81;;;;;;1449-1457;;;;;;;;;;;;;;;;;10.1351/PAC-CON-08-11-06;;;;;;;;;
Pega S., Boissière C., Grosso D., Azais T., Chaumonnot A., Sanchez C.;2009;;Direct Aerosol Synthesis of Large-Pore Amorphous Mesostructured Aluminosilicates with Superior Acid-Catalytic Properties.;Communications;;48;;;;;;2784-2787;;;;;;;;;;;;;;;;;10.1002/ANIE.200805217;;;;;;;;;
Perego C., Revel R., Durupthy O., Cassaignon S., Jolivet J.-P.;2009;;Thermal stability of TiO2-anatase : Impact of nanoparticule morphology on kinetic phase transformation;Solid State Sciences;;;47;;;;;1-7;;;;;;;;;;;;;;;;;;;;;;;;;;
Portehault D., Cassaignon S., Baudrin E., Jolivet J.-P.;2009;;Selective Heterogeneous Oriented Attachment of Manganese Oxide Nanorods in Water : Toward 3D Nanoarchitectures.;Journal of Materials Chemistry;;19;45;;;;;7947-7954;;;;;;;;;;;;;;;;;10.1039/b909761a;;;;;;;;;
Portehault D., Cassaignon S., Baudrin E., Jolivet J.-P.;2009;;Structural and morphological control of manganese oxide nanopartciles upon soft aqueous precipitation through MnO4 -/Mn2+ reaction;Journal of Materials Chemistry;;19;;;;;;2407-2416;;;;;;;;;;;;;;;;;10.1039/b816348k;;;;;;;;;
Portehault D., Cassaignon S., Baudrin E., Jolivet J.-P.;2009;;Structural and morphological control of manganese oxide nanoparticules upon soft aqueous precipitation through MnO4-/Mn2+ reaction.;Journal of Materials Chemistry;;;46;;;;;2407-2416;;;;;;;;;;;;;;;;;10.1039/b816348k;;;;;;;;;
Portehault D., Cassaignon S., Baudrin E., Jolivet J.-P.;2009;;Twinning Driven Growth of Manganese Oxide Hollow Cones through Self-Assembly of Nanorods in Water;Crystal Growth & Design / Crystal Growth and Design;;;;;;;;;;;;;;;;;;;;;;;;;10.1021/cg9002862;;;;;;;;;
Portehault D., Cassaignon S., Baudrin E., Jolivet J.-P.;2009;;Selective heterogeneous oriented attachment of manganese oxide nanorods in water: toward 3D nanoarchitectures;Journal of Materials Chemistry;;19;;;;;;7947;;;;;;;;;;;;;;;;;;;;;;;;;;
Portehault D., Cassaignon S., Jolivet J.-P., Baudrin E.;2009;;Structural and morphological control of manganese oxide nanoparticles upon soft aqueous precipitation through Mn2+/MnO4;Journal of Materials Chemistry;;19;;;;;;2407;;;;;;;;;;;;;;;;;;;;;;;;;;
Prouzet E., Boissière C., Sim S.-K., Pinnavaia T.;2009;;Roughness of mesoporous silica surfaces deduced from adsorption measurements.;Microporous and Mesoporous Materials;;;;;;;;9-17;;;;;;;;;;;;;;;;;;;;;;;;;;
Rambaud F., Vallé K., Thibaud S., J.lopez B., Sanchez C.;2009;;One-Pot Synthesis of Functional Helicoidal Hybrid Organic-Inorganic Nanofibers with Periodically Organized Mesoporosity.;Advanced Functional Materials;;;;;;;;1-10;;;;;;;;;;;;;;;;;10.1002/adfm.200900431;;;;;;;;;
Remusat L., Robert F., Meibom A., Mostefaoui S., Delpoux O., Binet L., Gourier D., Derenne S.;2009;;Proto-planetary disk chemistry recorded by D-rich organic radicals in carbonaceous meteorites;Astrophysical Journal;;698;;;;;;2087-2092;;;;;;;;;;;;;;;;;;;;;;;;;;
Saint-Cricq P., Pigot T., Nicole L., Sanchez C., Lacombe S.;2009;;Hybrid functional mesostructured thin films with photo-oxidative properties in the visible range.;The Royal Society of Chemistry;;;;;;;;5281-5283;;;;;;;;;;;;;;;;;10.1039/b911742c;;;;;;;;;
Sassoye C., Laberty-Robert C., Le Khanh H., Cassaignon S., Boissière C., Antonietti M., Sanchez C.;2009;;Block-Copolymer-Templated Synthesis of Electroactive RuO2-Based Mesoporous THin Films;Advanced Functional Materials;;19;;;;;;1922-1929;;;;;;;;;;;;;;;;;10.1002/adfm.200801831;;;;;;;;;
Sassoye C., Patriarche G., Mortier M.;2009;;High yield synstheses of reactive fluoride K1 x(Y, LN)xF1+2x nanoparticules;Optical Materials;;31;;;;;;177-1183;;;;;;;;;;;;;;;;;10.1016/j.optmat.2008.12.013;;;;;;;;;
Segonds P., Joly S., Boulanger B., Petit Y., Felix C., Ménaert B., Aka G.;2009;;Laser and self-doubling properties of a Nd:YCOB crystal cut as a sphere and inserted in a cavity;Journal of the Optical Society of America B;;26;4;;;;;750-753;;;;;;;;;;;;;;;;;;;;;;;;;;
Sel O., Laberty-Robert C., Azais T., Sanchez C.;2009;;Designing meso-and macropore architectures in hybrid organic-inorganic membranes by combining surfactant and breath figure templating (BFT);Physical Chemistry Chemical Physics;;11;;;;;;3733-3741;;;;;;;;;;;;;;;;;10.1039/b821506e;;;;;;;;;
Tortissier G., Blanc L., Tetelin A., Zimmermann C., Lachaud J.-L., Boissière C., Sanchez C., Déjous C., Rebière D.;2009;;Mesoporous coated films on Love wave acoustic devices for gas detection;Sensor letters;;7;5;;;;;984-988;;;;;;;;;;;;;;;;;;;;;;;;;;
Weinberger M., Puchegger S., Fröschl T., Babonneau F., Peterlik H., Hüsing N.;2009;;Sol-gel processing of a glycolated cyclic organosilane and its pyrolysis to silicon oxycarbide monoliths with multiscale porosity and large surface areas.;Chemistry of Materials;;22;13;;;;;1509-1520;;;;;;;;;;;;;;;;;10.1021/cm903031d;;;;;;;;;
Arrachart G., Carcel C., J.e. Moreau J., Hartmeyer G., Alonso B., Massiot D., Creff G., Bantignies J.-L., Dieudonne P., Wong Chi Man M., Althoff G., Babonneau F., Bonhomme C.;2008;;Organosilicas based on purine–pyrimidine base pair assemblies: a solid state NMR point of view.;J. Mater. Chem.;;18;;;;;;392-399.;;;;;;;;;;;;;;;;;;;;;;;;;;
Arrachart G., Carcel C., J E Moreau J., Hartmeyer G., Alonso B., Massiot D., Creff G., Bantignies J.-L., Dieudonné P., Wong Chi Man M., Althoff G., Babonneau F., Bonhomme C.;2008;;organo-silicas based on purine-pyrimidine base pairs assemblies : a solid state NMR point of view;Journal of Materials Chemistry;;18;;;;;;392-399;;;;;;;;;;;;;;;;;10.1039/b714785f;;;;;;;;;
Auffan M., Rose J., Proux O., Borschneck D., Massion A., Chaurand P., L. Hazemann J., Chanéac C., P. Jolivet J., R. Wiesner M., A. Van G., Y. Bottero J.;2008;;Enhanced adsorption of arsenic onto maghmemites nanoparticles : As(III) as a probe of the surface structure and heterogeneity.;Langmuir C;;;;;;;;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;
Baccile N., Fischer A., Julian-Lopez B., Grosso D., Sanchez C.;2008;;Core-shell of functionalized oxide nanoparticles inside long-range meso-ordered spray-dried silica spheres.;J. Sol-Gel Sci. Tech.;;;;;;;;1762-1768;;;;;;;;;;;;;;;;;;;;;;;;;;
Baccile N., Babonneau F.;2008;;Organo-modified mesoporous silicas for organic pollutant removal in water : solid-state NMR study of the organic/silica interactions.;Microporous and Mesoporous Materials;;110;;;;;;534-542.;;;;;;;;;;;;;;;;;;;;;;;;;;
Baccile N., V. Teixeira C., Amenitsch H., Villain F., Babonneau F., Linden M.;2008;;Time-resolved in situ Raman and small-angle X-ray diffraction experiments: from silica precursor hydrolysis to development of mesoscopic order in SBA-3 surfactant-templated silica.;Chemistry of Materials;;20;;;;;;1161-1172;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahdod A., El Asri S., Saoiabi A., Coradin T., Laghzizil A.;2008;;Adsorption of phenol from an aqueous solution by selected apatite adsorbents : Kinetic process and impact of the surface properties;Water Research;;43;;;;;;313-318;;;;;;;;;;;;;;;;;10.1016/j.watres.2008.10.023;;;;;;;;;
Banet P., Hesemann P., Moreau J., Legagneux L., Nicole L., Quach A., Sanchez C., Tran-Thi T.-H.;2008;;Hybrid mesostructured thin films functionalized with DBM as new selective sensors of BF3;Sensors and Actuators B Chemical;;130;1;;;;;1-8;;;;;;;;;;;;;;;;;10.1016/j.snb.2007.07.103;;;;;;;;;
Be&#769Neut K., Constantin D., Davidson P., Dessombz A., Chane&#769Ac C.;2008;;Magnetic Nanorods Confined in a Lamellar Lyotropic Phase;Langmuir;;24;15;;;;;8205-8209;;;;;;;;;;;;;;;;;10.1021/la800387a;;;;;;;;;
Benmouhoub N., Simmonet N., Agoudjil N., Coradin T.;2008;;Aqueous sol-gel routes to bio-composite capsules and gels.;Green Chem.;;10;;;;;;957-964;;;;;;;;;;;;;;;;;;;;;;;;;;
